127.0.0.1 - - [08/Dec/2023:08:38:08 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [08/Dec/2023:08:38:25 +0700] "GET /aishop/resources/assets/img/pro-img/Picture13.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Dec/2023:08:38:25 +0700] "GET /aishop/resources/assets/img/pro-img/Picture11.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Dec/2023:08:38:25 +0700] "GET /aishop/resources/assets/img/pro-img/Picture14.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Dec/2023:08:38:25 +0700] "GET /aishop/resources/assets/css/shop.css HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [08/Dec/2023:08:38:25 +0700] "GET /aishop/resources/assets/js/shop.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Dec/2023:08:59:57 +0700] "GET /aishop/shop.htm HTTP/1.1" 200 31038
0:0:0:0:0:0:0:1 - - [08/Dec/2023:08:59:57 +0700] "GET /aishop/resources/assets/css/shop.css HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [08/Dec/2023:08:59:57 +0700] "GET /aishop/resources/assets/css/shop-single.css HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [08/Dec/2023:09:00:02 +0700] "GET /aishop/contact.htm HTTP/1.1" 200 16088
0:0:0:0:0:0:0:1 - - [08/Dec/2023:09:00:06 +0700] "GET /aishop/cart.htm HTTP/1.1" 200 20741
0:0:0:0:0:0:0:1 - - [08/Dec/2023:09:00:06 +0700] "GET /aishop/resources/assets/css/bootstrap.min.css HTTP/1.1" 404 812
0:0:0:0:0:0:0:1 - - [08/Dec/2023:09:00:06 +0700] "GET /aishop/resources/assets/css/templatecarts.css HTTP/1.1" 404 812
0:0:0:0:0:0:0:1 - - [08/Dec/2023:09:00:08 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 22818
0:0:0:0:0:0:0:1 - - [08/Dec/2023:09:00:08 +0700] "GET /aishop/resources/assets/css/profile-user.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Dec/2023:09:04:17 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 15577
0:0:0:0:0:0:0:1 - - [08/Dec/2023:09:04:40 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 15577
0:0:0:0:0:0:0:1 - - [08/Dec/2023:09:04:49 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 22818
0:0:0:0:0:0:0:1 - - [08/Dec/2023:09:07:53 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 20363
0:0:0:0:0:0:0:1 - - [08/Dec/2023:09:08:15 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18213
0:0:0:0:0:0:0:1 - - [08/Dec/2023:09:09:14 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18213
0:0:0:0:0:0:0:1 - - [08/Dec/2023:09:09:40 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18209
0:0:0:0:0:0:0:1 - - [08/Dec/2023:09:09:44 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18209
0:0:0:0:0:0:0:1 - - [08/Dec/2023:09:10:21 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18209
0:0:0:0:0:0:0:1 - - [08/Dec/2023:09:10:33 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18210
0:0:0:0:0:0:0:1 - - [08/Dec/2023:09:11:32 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18253
0:0:0:0:0:0:0:1 - - [08/Dec/2023:09:58:02 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18253
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:01:58 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18252
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:05:18 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18250
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:05:36 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18206
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:06:48 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18208
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:07:00 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18163
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:07:32 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18054
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:09:18 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18052
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:09:18 +0700] "GET /aishop/favicon.ico HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:09:35 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18054
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:09:41 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18051
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:09:54 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18052
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:10:26 +0700] "GET /aishop/shop.htm HTTP/1.1" 200 31038
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:10:26 +0700] "GET /aishop/resources/assets/css/shop.css HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:10:26 +0700] "GET /aishop/resources/assets/css/shop-single.css HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:10:28 +0700] "GET /aishop/contact.htm HTTP/1.1" 200 16088
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:10:31 +0700] "GET /aishop/dashboards.htm HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:10:31 +0700] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:10:34 +0700] "GET /aishop/ HTTP/1.1" 200 20643
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:10:34 +0700] "GET /aishop/resources/assets/css/style.css HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:10:36 +0700] "GET /aishop/dashboard.htm HTTP/1.1" 200 33772
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:10:36 +0700] "GET /aishop/resources/assets/img/aishop_default/account__logo-default.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:10:36 +0700] "GET /aishop/resources/assets/css/dashboards.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:10:36 +0700] "GET /aishop/resources/assets/js/event-click.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:10:36 +0700] "GET /aishop/resources/assets/js/general.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:10:36 +0700] "GET /aishop/resources/assets/css/style.css.map HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:10:39 +0700] "GET /aishop/manager-products.htm HTTP/1.1" 200 36477
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:10:39 +0700] "GET /aishop/resources/assets/css/style.css.map HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:12:04 +0700] "GET /aishop HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:12:04 +0700] "GET /aishop/ HTTP/1.1" 200 20643
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:12:04 +0700] "GET /aishop/resources/assets/css/style.css HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:12:09 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18052
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:15:17 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18052
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:15:56 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18052
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:16:04 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18052
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:16:04 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18052
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:16:04 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18052
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:16:30 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18052
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:18:00 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18052
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:18:00 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18052
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:19:07 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18082
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:19:14 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18082
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:19:16 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18082
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:19:19 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18082
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:19:20 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18082
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:30:11 +0700] "GET /aishop/profile-user.htm HTTP/1.1" 200 18082
0:0:0:0:0:0:0:1 - - [08/Dec/2023:10:30:11 +0700] "GET /aishop/resources/assets/css/general.css HTTP/1.1" 200 6965
